
Data;Hora(UTC);TempIns.(C);TempMax(C);TemMin(C);UmiIns(%);UmiMax(%);UmiMin(%);PtoOrvalhoIns(C);PtoOrvalhoMax(C);PtoOrvalhoMin(C);PressaoIns(hPa);PressaoMax(hPa);PressaoMin(hPa);VelVento(m/s);DirVento(m/s);RajVento(m/s);Radiacao(KJ/m²);Chuva(mm);
16/05/2019;1000;24,8;24,8;24,6;73,0;73,0;73,0;19,5;19,6;19,4;972,1;972,1;971,3;2,7;142,0;6,2;74,21;0,0;
16/05/2019;1100;25,7;25,8;24,8;69,0;73,0;69,0;19,5;19,8;19,3;972,7;972,7;972,1;3,8;131,0;7,0;541,32;0,0;
16/05/2019;1200;26,7;27,1;25,7;63,0;69,0;63,0;19,1;19,8;19,1;973,3;973,3;972,7;3,8;121,0;6,3;928,32;0,0;
16/05/2019;1300;28,1;28,3;26,7;56,0;64,0;56,0;18,5;19,3;18,2;973,1;973,3;973,0;4,0;125,0;6,9;1198,43;0,0;
16/05/2019;1400;28,8;30,0;27,8;52,0;56,0;49,0;17,8;18,7;17,8;972,4;973,1;972,4;3,8;151,0;6,7;2062,89;0,0;
16/05/2019;1500;30,2;30,8;28,4;47,0;53,0;47,0;17,8;18,5;17,4;971,3;972,4;971,3;2,8;117,0;7,5;2318,15;0,0;
16/05/2019;1600;30,9;32,0;29,7;42,0;48,0;41,0;16,6;17,8;16,5;969,9;971,3;969,9;3,3;90,0;6,1;2239,00;0,0;
16/05/2019;1700;32,3;32,6;30,9;37,0;43,0;36,0;15,6;16,9;15,0;968,5;970,0;968,5;2,5;113,0;5,8;2085,57;0,0;
16/05/2019;1800;33,1;33,5;32,0;33,0;37,0;31,0;14,7;15,8;13,8;967,7;968,5;967,7;2,0;124,0;5,7;1670,08;0,0;
16/05/2019;1900;33,1;33,6;32,6;33,0;35,0;32,0;14,9;15,3;14,4;967,4;967,7;967,4;2,0;118,0;5,7;1121,59;0,0;
16/05/2019;2000;32,5;33,4;32,5;35,0;35,0;33,0;15,0;15,2;14,6;967,5;967,6;967,4;2,3;107,0;5,0;482,36;0,0;
16/05/2019;2100;31,8;32,6;31,8;37,0;37,0;35,0;15,2;15,2;14,8;967,9;967,9;967,5;2,6;113,0;5,0;44,71;0,0;
16/05/2019;2200;31,2;31,8;31,2;38,0;38,0;37,0;15,3;15,6;15,2;968,5;968,5;967,9;3,0;122,0;5,2;;0,0;
16/05/2019;2300;30,2;31,2;30,2;40,0;40,0;38,0;15,3;15,4;15,3;969,5;969,5;968,5;3,2;133,0;6,6;;0,0;
17/05/2019;0000;29,0;30,2;29,0;46,0;46,0;40,0;16,3;16,3;15,2;970,5;970,5;969,5;3,0;116,0;6,2;;0,0;
17/05/2019;0100;28,5;29,0;28,5;51,0;51,0;46,0;17,2;17,3;16,3;970,9;970,9;970,5;3,3;120,0;6,9;;0,0;
17/05/2019;0200;26,3;28,5;25,2;63,0;68,0;51,0;18,8;19,0;17,3;970,8;971,0;970,8;2,8;146,0;10,3;;0,8;
17/05/2019;0300;27,0;27,3;26,3;57,0;64,0;56,0;17,9;18,9;17,7;971,0;971,0;970,6;1,0;55,0;6,9;;0,0;
17/05/2019;0400;26,7;27,2;26,6;58,0;60,0;56,0;17,8;18,3;17,7;970,9;971,1;970,9;2,6;108,0;6,1;;0,0;
17/05/2019;0500;25,8;26,7;25,8;66,0;66,0;58,0;19,0;19,0;17,7;970,6;970,9;970,5;3,5;97,0;6,1;;0,0;
17/05/2019;0600;25,3;25,8;25,3;70,0;70,0;66,0;19,5;19,5;19,0;970,2;970,6;970,2;3,3;100,0;6,6;;0,0;
17/05/2019;0700;24,4;25,3;23,4;78,0;80,0;70,0;20,3;20,4;19,5;970,1;970,2;970,0;1,9;107,0;7,7;;1,8;
17/05/2019;0800;23,0;24,6;23,0;84,0;84,0;78,0;20,2;20,5;20,1;970,8;970,8;970,1;3,2;153,0;5,8;;0,4;
17/05/2019;0900;22,4;23,1;22,2;89,0;89,0;84,0;20,5;20,5;20,0;971,5;971,5;970,8;2,5;160,0;6,9;;12,6;
17/05/2019;1000;23,4;23,4;22,4;85,0;89,0;85,0;20,8;21,0;20,5;972,3;972,3;971,5;2,2;163,0;4,5;85,96;0,0;
17/05/2019;1100;24,1;24,2;23,3;76,0;85,0;76,0;19,7;20,8;19,7;973,0;973,0;972,3;2,8;153,0;5,6;298,37;0,0;
17/05/2019;1200;25,0;25,1;24,1;72,0;77,0;72,0;19,6;20,0;19,2;973,5;973,5;973,0;2,1;158,0;5,6;452,98;0,0;
17/05/2019;1300;26,2;26,3;24,8;63,0;74,0;63,0;18,6;20,1;18,5;973,4;973,7;973,4;3,5;148,0;5,7;868,40;0,0;
17/05/2019;1400;27,0;27,1;26,2;59,0;64,0;58,0;18,4;18,9;17,8;972,2;973,5;972,2;3,4;160,0;7,3;981,97;0,0;
17/05/2019;1500;28,5;28,6;26,9;53,0;59,0;52,0;18,2;18,8;17,5;971,6;972,2;971,6;2,6;148,0;7,4;1229,20;0,0;
17/05/2019;1600;29,7;30,0;28,3;45,0;53,0;45,0;16,6;18,1;16,2;970,6;971,7;970,6;2,9;151,0;5,8;2022,41;0,0;
17/05/2019;1700;31,2;31,6;29,3;40,0;48,0;37,0;15,8;17,6;14,9;969,4;970,7;969,4;2,7;138,0;6,9;2231,49;0,0;
17/05/2019;1800;30,3;31,8;30,2;43,0;44,0;37,0;16,2;16,9;14,5;968,8;969,4;968,8;2,8;199,0;5,9;1607,11;0,0;
17/05/2019;1900;30,5;30,9;30,3;42,0;43,0;40,0;16,2;16,5;15,3;968,5;968,8;968,5;3,2;181,0;5,6;833,40;0,0;
17/05/2019;2000;30,2;31,3;30,2;42,0;43,0;38,0;15,9;16,6;15,3;968,5;968,6;968,4;2,7;156,0;5,6;501,35;0,0;
17/05/2019;2100;29,6;30,4;29,6;44,0;44,0;41,0;16,1;16,3;15,5;968,6;968,6;968,4;2,1;143,0;4,7;61,78;0,0;
17/05/2019;2200;28,3;29,6;28,3;51,0;52,0;44,0;17,3;17,4;16,0;969,1;969,1;968,6;1,2;155,0;4,0;;0,0;
17/05/2019;2300;28,0;28,4;27,7;50,0;54,0;50,0;16,7;17,8;16,6;969,8;969,8;969,1;1,9;150,0;3,4;;0,0;
18/05/2019;0000;27,1;28,1;27,1;55,0;55,0;49,0;17,3;17,4;16,5;970,5;970,5;969,8;1,1;144,0;3,9;;0,0;
18/05/2019;0100;26,3;27,4;26,3;60,0;60,0;52,0;17,9;17,9;16,7;970,9;970,9;970,5;0,7;143,0;3,0;;0,0;
18/05/2019;0200;26,1;27,0;26,1;60,0;61,0;55,0;17,8;18,1;17,1;971,0;971,0;970,9;1,2;165,0;3,0;;0,0;
18/05/2019;0300;26,0;26,3;25,9;57,0;62,0;57,0;17,0;18,1;16,9;971,0;971,1;970,9;3,3;131,0;5,5;;0,0;
18/05/2019;0400;25,3;26,0;25,1;61,0;61,0;57,0;17,1;17,2;17,0;970,7;971,0;970,7;2,8;123,0;6,2;;0,0;
18/05/2019;0500;24,8;25,3;24,8;65,0;65,0;61,0;17,7;17,7;17,1;970,2;970,7;970,2;3,4;122,0;6,1;;0,0;
18/05/2019;0600;24,1;24,8;24,1;68,0;68,0;65,0;17,8;17,9;17,7;970,2;970,2;970,1;2,0;126,0;5,5;;0,0;
18/05/2019;0700;24,0;24,2;23,9;71,0;71,0;68,0;18,3;18,3;17,8;969,9;970,2;969,9;2,8;121,0;4,7;;0,0;
18/05/2019;0800;23,9;24,0;23,7;73,0;73,0;71,0;18,7;18,7;18,3;970,4;970,4;969,9;2,2;123,0;5,1;;0,0;
18/05/2019;0900;23,5;23,9;23,5;75,0;75,0;73,0;18,8;18,8;18,7;971,1;971,1;970,4;2,0;143,0;4,4;;0,0;
18/05/2019;1000;24,1;24,1;23,4;75,0;77,0;75,0;19,4;19,5;18,8;972,0;972,0;971,1;2,6;131,0;5,3;132,71;0,0;
18/05/2019;1100;24,8;24,8;24,0;71,0;75,0;70,0;19,1;19,6;18,9;972,9;972,9;972,0;3,7;128,0;6,7;555,06;0,0;
18/05/2019;1200;25,9;26,0;24,8;65,0;71,0;65,0;18,9;19,4;18,5;973,3;973,3;972,9;3,7;130,0;7,3;1053,58;0,0;
18/05/2019;1300;27,1;27,1;25,6;59,0;65,0;59,0;18,5;19,0;18,0;973,2;973,4;973,2;3,9;123,0;7,2;1209,33;0,0;
18/05/2019;1400;29,0;29,0;26,8;52,0;60,0;51,0;18,1;18,7;17,4;972,4;973,2;972,4;3,3;126,0;6,3;1751,81;0,0;
18/05/2019;1500;29,9;30,5;28,6;46,0;52,0;45,0;16,9;18,2;16,9;971,2;972,4;971,2;3,2;120,0;6,4;2154,25;0,0;
18/05/2019;1600;31,2;32,1;29,9;42,0;47,0;41,0;16,9;17,9;16,3;969,7;971,2;969,7;3,0;144,0;6,9;2201,99;0,0;
18/05/2019;1700;31,9;32,4;30,9;40,0;42,0;39,0;16,7;17,6;16,0;968,6;969,8;968,6;2,6;146,0;5,5;1570,96;0,0;
18/05/2019;1800;32,7;32,8;31,2;35,0;41,0;35,0;15,4;16,7;15,4;967,9;968,6;967,8;3,1;99,0;6,6;1351,46;0,0;
18/05/2019;1900;32,5;33,4;32,4;36,0;37,0;35,0;15,6;16,3;15,1;967,7;967,9;967,6;2,1;145,0;6,3;1175,24;0,0;
18/05/2019;2000;31,9;32,9;31,9;38,0;39,0;34,0;15,8;16,2;14,9;967,8;967,8;967,7;1,5;154,0;6,1;413,66;0,0;
18/05/2019;2100;31,2;32,1;30,9;41,0;42,0;37,0;16,3;16,6;15,5;968,1;968,2;967,8;2,0;144,0;3,3;74,27;0,0;
18/05/2019;2200;30,1;31,2;30,1;46,0;46,0;41,0;17,1;17,1;16,3;968,8;968,8;968,1;1,8;157,0;3,5;;0,0;
18/05/2019;2300;29,7;30,3;29,7;47,0;47,0;45,0;17,1;17,3;16,9;969,5;969,5;968,8;2,4;150,0;5,8;;0,0;
19/05/2019;0000;28,9;29,7;28,9;49,0;49,0;46,0;17,3;17,3;16,9;970,1;970,1;969,5;2,7;151,0;7,1;;0,0;
19/05/2019;0100;28,4;28,9;28,4;51,0;51,0;49,0;17,4;17,5;17,2;970,4;970,4;970,1;2,5;155,0;6,6;;0,0;
19/05/2019;0200;27,9;28,4;27,9;53,0;53,0;51,0;17,4;17,5;17,3;970,6;970,6;970,4;2,1;145,0;5,1;;0,0;
19/05/2019;0300;27,3;27,9;27,3;56,0;56,0;53,0;17,6;17,6;17,3;970,8;970,8;970,6;1,9;137,0;4,7;;0,0;
19/05/2019;0400;26,8;27,3;26,8;57,0;57,0;55,0;17,5;17,8;17,4;970,6;970,9;970,6;2,5;136,0;4,2;;0,0;
19/05/2019;0500;26,0;26,8;25,9;60,0;60,0;57,0;17,6;17,6;17,5;970,2;970,6;970,2;2,1;152,0;6,2;;0,0;
19/05/2019;0600;25,5;26,0;25,4;61,0;63,0;60,0;17,5;17,8;17,5;970,2;970,3;970,1;3,2;133,0;5,4;;0,0;
19/05/2019;0700;25,1;25,5;25,1;62,0;62,0;61,0;17,3;17,4;17,2;970,5;970,5;970,1;2,2;106,0;5,4;;0,0;
19/05/2019;0800;24,8;25,2;24,7;62,0;62,0;61,0;17,0;17,3;17,0;970,7;970,7;970,4;2,7;102,0;5,3;;0,0;
19/05/2019;0900;24,1;24,8;24,1;66,0;66,0;62,0;17,2;17,2;17,0;971,3;971,3;970,7;2,7;104,0;5,2;;0,0;
19/05/2019;1000;24,2;24,4;24,0;67,0;67,0;65,0;17,7;17,8;17,2;971,8;971,8;971,2;3,5;112,0;6,3;188,85;0,0;
19/05/2019;1100;24,7;24,7;23,8;66,0;69,0;66,0;17,9;18,1;17,6;972,5;972,5;971,8;4,3;113,0;8,6;430,81;0,0;
19/05/2019;1200;25,9;26,7;24,6;58,0;66,0;56,0;16,9;18,0;16,6;973,0;973,1;972,5;3,3;120,0;6,9;1356,45;0,0;
19/05/2019;1300;27,3;28,2;25,9;53,0;58,0;50,0;17,0;17,4;15,9;973,1;973,2;973,0;3,3;144,0;7,3;1566,21;0,0;
19/05/2019;1400;29,2;29,3;27,2;45,0;53,0;45,0;16,0;17,3;15,7;972,4;973,1;972,4;3,2;143,0;8,1;2224,84;0,0;
19/05/2019;1500;30,9;31,1;29,0;39,0;46,0;39,0;15,5;16,8;15,4;971,4;972,4;971,4;2,7;103,0;7,0;2285,35;0,0;
19/05/2019;1600;32,3;32,4;30,3;33,0;41,0;33,0;14,0;15,9;14,0;970,2;971,4;970,1;2,6;110,0;7,5;2318,08;0,0;
19/05/2019;1700;33,2;33,4;31,6;28,0;34,0;26,0;12,2;14,3;11,0;969,0;970,2;969,0;2,7;112,0;7,1;1985,02;0,0;
19/05/2019;1800;32,6;33,6;32,4;27,0;29,0;26,0;10,9;12,2;10,9;968,0;969,0;968,0;3,4;133,0;7,4;1388,99;0,0;
19/05/2019;1900;33,0;33,4;32,6;24,0;27,0;22,0;9,7;11,0;8,8;968,0;968,1;968,0;3,3;113,0;7,4;775,64;0,0;
19/05/2019;2000;32,0;32,9;32,0;26,0;26,0;23,0;10,3;10,3;9,0;968,3;968,3;968,0;2,7;110,0;5,8;217,45;0,0;
19/05/2019;2100;31,3;32,0;31,2;28,0;28,0;26,0;10,7;10,7;10,2;968,8;968,8;968,3;1,4;64,0;4,6;12,87;0,0;
19/05/2019;2200;30,8;31,3;30,7;31,0;32,0;28,0;11,9;12,2;10,6;969,5;969,5;968,7;0,6;16,0;2,3;;0,0;
19/05/2019;2300;29,5;30,8;29,5;41,0;41,0;31,0;14,8;14,8;11,6;970,3;970,3;969,5;0,8;8,0;3,7;;0,0;
20/05/2019;0000;28,9;29,5;28,7;46,0;47,0;41,0;16,2;16,4;14,8;971,1;971,1;970,3;0,4;123,0;2,6;;0,0;
20/05/2019;0100;28,2;29,4;28,2;57,0;57,0;43,0;18,7;18,7;15,4;971,4;971,4;971,1;3,9;132,0;7,8;;0,0;
20/05/2019;0200;27,6;28,2;27,6;60,0;61,0;57,0;19,2;19,3;18,7;971,2;971,4;971,1;3,8;126,0;6,8;;0,0;
20/05/2019;0300;27,0;27,6;27,0;60,0;61,0;60,0;18,7;19,3;18,7;971,4;971,4;971,2;4,9;121,0;9,5;;0,0;
20/05/2019;0400;26,1;27,0;26,1;64,0;64,0;60,0;18,8;18,9;18,7;970,9;971,4;970,9;4,3;127,0;9,5;;0,0;
20/05/2019;0500;25,7;26,1;25,7;68,0;68,0;64,0;19,3;19,3;18,9;970,7;971,0;970,7;4,8;127,0;8,0;;0,0;
20/05/2019;0600;25,6;25,7;25,6;68,0;69,0;68,0;19,4;19,4;19,3;970,6;970,8;970,6;3,8;122,0;7,9;;0,0;
20/05/2019;0700;25,1;25,6;25,1;70,0;70,0;68,0;19,3;19,4;19,3;970,4;970,6;970,3;3,9;117,0;7,7;;0,0;
20/05/2019;0800;24,6;25,1;24,6;72,0;72,0;70,0;19,2;19,4;19,2;970,7;970,7;970,3;3,1;124,0;6,8;;0,0;
20/05/2019;0900;24,5;24,6;24,5;71,0;72,0;70,0;18,9;19,2;18,6;971,4;971,4;970,7;2,0;140,0;6,2;;0,0;
20/05/2019;1000;24,8;25,0;24,4;70,0;73,0;70,0;19,0;19,3;18,9;971,7;971,7;971,4;3,8;129,0;6,7;280,83;0,0;
20/05/2019;1100;25,6;26,4;24,8;65,0;70,0;62,0;18,5;19,2;17,9;972,6;972,6;971,7;3,9;129,0;8,4;869,36;0,0;
20/05/2019;1200;27,1;28,2;25,5;57,0;65,0;54,0;17,8;18,4;17,3;973,1;973,2;972,6;3,3;120,0;7,5;1264,69;0,0;
20/05/2019;1300;29,4;29,7;26,9;47,0;57,0;46,0;16,8;17,8;16,5;973,0;973,2;973,0;4,0;137,0;6,5;1570,89;0,0;
20/05/2019;1400;29,2;29,7;28,7;47,0;48,0;45,0;16,8;17,3;16,2;972,7;973,1;972,7;3,1;139,0;7,4;1439,30;0,0;
20/05/2019;1500;30,1;31,3;28,9;43,0;48,0;42,0;16,1;17,3;15,9;971,4;972,7;971,4;2,8;120,0;6,8;1557,86;0,0;
20/05/2019;1600;32,3;32,3;29,8;37,0;44,0;37,0;15,7;17,1;15,7;970,5;971,4;970,5;3,5;143,0;7,5;2127,98;0,0;
20/05/2019;1700;32,0;32,6;31,2;36,0;40,0;36,0;15,2;16,5;15,1;969,5;970,5;969,4;2,9;153,0;7,0;1971,86;0,0;
20/05/2019;1800;32,5;33,0;31,4;35,0;38,0;34,0;15,1;15,7;14,5;968,8;969,5;968,8;3,2;135,0;6,7;1608,46;0,0;
20/05/2019;1900;32,5;32,9;31,6;35,0;37,0;34,0;14,8;15,4;14,6;968,4;968,8;968,4;2,8;113,0;6,5;1157,12;0,0;
20/05/2019;2000;31,9;32,6;31,9;35,0;36,0;33,0;14,7;15,0;14,2;968,4;968,4;968,3;3,1;125,0;6,3;522,83;0,0;
20/05/2019;2100;30,9;31,9;30,9;39,0;39,0;35,0;15,3;15,4;14,7;968,7;968,7;968,4;2,7;139,0;5,1;46,74;0,0;
20/05/2019;2200;30,1;30,9;30,1;41,0;41,0;39,0;15,5;15,6;15,2;969,3;969,3;968,7;3,0;143,0;6,3;;0,0;
20/05/2019;2300;29,4;30,1;29,4;42,0;42,0;41,0;15,2;15,5;15,1;970,0;970,0;969,3;2,7;134,0;6,2;;0,0;
21/05/2019;0000;28,5;29,4;28,5;44,0;44,0;42,0;15,2;15,4;15,2;970,8;970,8;970,0;2,5;131,0;4,9;;0,0;
21/05/2019;0100;27,8;28,5;27,8;45,0;45,0;44,0;14,8;15,2;14,7;971,0;971,0;970,7;1,8;129,0;4,3;;0,0;
21/05/2019;0200;26,9;27,8;26,9;48,0;48,0;44,0;14,9;15,1;14,5;971,5;971,5;971,0;2,8;141,0;5,3;;0,0;
21/05/2019;0300;26,2;26,9;26,2;55,0;55,0;48,0;16,3;16,3;14,9;971,4;971,6;971,4;2,6;130,0;6,2;;0,0;
21/05/2019;0400;25,5;26,2;25,5;63,0;63,0;55,0;17,8;17,8;16,4;971,1;971,4;971,1;2,9;131,0;5,8;;0,0;
21/05/2019;0500;24,8;25,5;24,8;66,0;66,0;63,0;18,1;18,1;17,8;970,8;971,1;970,8;3,2;143,0;7,0;;0,0;
21/05/2019;0600;24,3;24,8;24,3;69,0;69,0;66,0;18,4;18,4;18,1;970,4;970,8;970,3;3,9;134,0;7,1;;0,0;
21/05/2019;0700;23,8;24,3;23,8;72,0;72,0;69,0;18,4;18,5;18,4;970,2;970,4;970,1;3,8;138,0;7,1;;0,0;
21/05/2019;0800;23,4;23,8;23,4;74,0;74,0;72,0;18,5;18,5;18,4;970,4;970,4;970,2;3,7;133,0;6,8;;0,0;
21/05/2019;0900;23,1;23,4;23,1;76,0;76,0;74,0;18,6;18,6;18,4;970,8;970,8;970,4;3,8;131,0;6,7;;0,0;
21/05/2019;1000;23,9;24,0;23,1;73,0;76,0;73,0;18,8;19,0;18,6;971,5;971,5;970,8;3,4;134,0;6,8;208,79;0,0;
21/05/2019;1100;24,8;24,9;23,9;68,0;73,0;68,0;18,4;18,8;18,4;972,3;972,4;971,5;4,3;135,0;8,2;733,35;0,0;
21/05/2019;1200;26,2;26,5;24,8;60,0;68,0;59,0;17,8;18,8;17,8;972,7;972,8;972,3;3,9;118,0;7,7;840,92;0,0;
21/05/2019;1300;29,1;29,1;26,2;50,0;60,0;50,0;17,6;18,4;16,9;972,7;972,9;972,7;3,5;101,0;8,0;1804,67;0,0;
21/05/2019;1400;31,0;31,2;28,8;42,0;50,0;42,0;16,6;17,6;16,3;971,9;972,7;971,9;3,8;110,0;8,4;2425,97;0,0;
21/05/2019;1500;31,3;31,9;30,3;39,0;43,0;39,0;15,6;16,7;15,5;970,9;972,0;970,9;3,9;152,0;7,7;2235,99;0,0;
21/05/2019;1600;32,3;33,1;30,4;34,0;41,0;34,0;14,6;16,1;14,3;969,9;970,9;969,9;3,8;133,0;8,3;2338,39;0,0;
21/05/2019;1700;32,9;33,2;31,9;32,0;36,0;32,0;14,1;15,1;13,9;969,0;969,9;969,0;3,7;138,0;7,4;2176,00;0,0;
21/05/2019;1800;32,7;33,4;32,5;32,0;33,0;32,0;14,1;14,4;13,7;968,3;969,0;968,3;3,6;113,0;7,0;1054,07;0,0;
21/05/2019;1900;32,2;32,9;32,2;32,0;33,0;32,0;13,5;14,2;13,4;968,3;968,4;968,2;3,3;121,0;7,1;364,26;0,0;
21/05/2019;2000;32,0;32,3;32,0;33,0;33,0;32,0;13,5;14,0;13,4;968,4;968,4;968,3;2,4;124,0;7,1;178,09;0,0;
21/05/2019;2100;31,6;32,1;31,6;34,0;35,0;33,0;14,0;14,0;13,6;968,4;968,4;968,3;2,1;136,0;4,3;29,45;0,0;
21/05/2019;2200;31,3;31,6;31,3;35,0;35,0;34,0;14,1;14,2;13,9;969,0;969,0;968,4;1,8;143,0;3,6;;0,0;
21/05/2019;2300;30,9;31,3;30,9;35,0;36,0;35,0;13,9;14,2;13,8;969,4;969,4;969,0;1,9;139,0;3,4;;0,0;
22/05/2019;0000;30,5;30,9;30,5;37,0;37,0;35,0;14,4;14,4;13,9;970,1;970,1;969,4;2,6;135,0;4,4;;0,0;
22/05/2019;0100;29,9;30,5;29,8;43,0;43,0;37,0;16,0;16,0;14,4;970,6;970,6;970,1;4,7;132,0;8,4;;0,0;
22/05/2019;0200;28,6;29,9;28,6;50,0;50,0;43,0;17,1;17,1;16,0;971,0;971,0;970,6;5,5;130,0;11,0;;0,0;
22/05/2019;0300;27,4;28,6;27,4;58,0;58,0;50,0;18,4;18,4;17,1;971,4;971,4;970,9;5,5;127,0;9,4;;0,0;
22/05/2019;0400;26,4;27,4;26,4;63,0;63,0;58,0;18,7;18,7;18,4;971,4;971,5;971,4;4,3;131,0;9,7;;0,0;
22/05/2019;0500;25,7;26,4;25,6;63,0;64,0;62,0;18,1;18,7;18,1;971,2;971,5;971,2;4,4;128,0;8,8;;0,0;
22/05/2019;0600;25,0;25,7;25,0;61,0;63,0;60,0;17,0;18,1;17,0;971,1;971,2;971,1;3,0;128,0;8,1;;0,0;
22/05/2019;0700;24,3;25,0;24,3;66,0;66,0;61,0;17,5;17,5;16,9;971,3;971,3;971,1;3,2;132,0;6,0;;0,0;
22/05/2019;0800;23,5;24,3;23,5;71,0;71,0;66,0;18,0;18,0;17,5;971,7;971,7;971,3;3,0;137,0;5,6;;0,0;
22/05/2019;0900;23,2;23,5;23,2;73,0;73,0;71,0;18,0;18,1;18,0;971,9;971,9;971,6;3,0;135,0;6,3;;0,0;
22/05/2019;1000;23,5;23,5;23,1;72,0;73,0;72,0;18,1;18,2;17,9;972,4;972,4;971,9;2,9;143,0;6,2;89,01;0,0;
22/05/2019;1100;24,9;24,9;23,5;65,0;72,0;65,0;17,9;18,2;17,6;973,0;973,0;972,4;3,7;143,0;7,7;441,89;0,0;
22/05/2019;1200;25,7;26,4;24,9;62,0;65,0;60,0;18,0;18,3;17,6;973,3;973,3;973,0;5,1;154,0;9,5;1068,26;0,0;
22/05/2019;1300;27,1;27,2;25,7;57,0;62,0;57,0;17,9;18,6;17,9;973,5;973,6;973,3;4,1;143,0;8,7;1153,94;0,0;
22/05/2019;1400;29,0;29,4;26,6;51,0;59,0;50,0;17,9;18,4;17,7;972,9;973,5;972,9;3,9;120,0;8,8;1944,33;0,0;
22/05/2019;1500;29,6;30,1;28,7;50,0;52,0;49,0;18,1;18,5;17,5;971,7;972,9;971,7;3,6;138,0;7,0;1838,37;0,0;
22/05/2019;1600;30,7;31,3;29,6;46,0;50,0;44,0;17,6;18,2;17,2;970,7;971,7;970,7;3,1;133,0;7,5;1759,38;0,0;
22/05/2019;1700;31,5;31,5;30,1;44,0;47,0;44,0;17,7;17,9;17,2;969,4;970,7;969,4;3,0;146,0;6,1;1571,40;0,0;
22/05/2019;1800;31,5;32,4;30,7;44,0;45,0;42,0;17,7;18,0;17,0;968,8;969,4;968,8;4,1;134,0;8,7;1672,03;0,0;
22/05/2019;1900;28,9;31,8;28,4;57,0;61,0;43,0;19,4;20,3;17,3;968,8;969,1;968,8;3,7;118,0;9,7;490,63;0,0;
22/05/2019;2000;29,1;30,1;28,9;53,0;57,0;52,0;18,5;19,5;18,3;968,8;968,9;968,7;3,2;122,0;6,8;342,61;0,0;
22/05/2019;2100;28,6;29,2;28,6;58,0;58,0;53,0;19,5;19,5;18,6;969,3;969,3;968,8;2,6;99,0;5,5;24,69;0,0;
22/05/2019;2200;26,3;28,7;26,0;70,0;72,0;58,0;20,3;20,6;19,2;970,2;970,2;969,3;4,3;118,0;9,7;;0,2;
22/05/2019;2300;26,3;26,3;25,9;69,0;73,0;69,0;20,2;20,7;20,2;970,7;970,7;970,2;3,2;116,0;7,4;;0,0;
23/05/2019;0000;26,5;26,6;26,2;63,0;69,0;63,0;18,9;20,2;18,9;971,0;971,1;970,7;3,8;131,0;6,1;;0,0;
23/05/2019;0100;26,3;26,5;26,3;65,0;65,0;63,0;19,1;19,1;18,9;971,4;971,5;971,0;3,7;128,0;7,3;;0,0;
23/05/2019;0200;26,2;26,3;26,2;65,0;65,0;64,0;19,0;19,1;19,0;971,4;971,4;971,3;3,2;129,0;7,3;;0,0;
23/05/2019;0300;25,9;26,2;25,9;66,0;66,0;65,0;19,0;19,1;19,0;971,5;971,6;971,4;2,3;133,0;6,5;;0,0;
23/05/2019;0400;25,3;25,9;25,3;70,0;70,0;66,0;19,4;19,4;19,0;971,4;971,5;971,3;2,4;127,0;6,7;;0,0;
23/05/2019;0500;25,3;25,4;25,3;70,0;71,0;70,0;19,5;19,6;19,4;971,3;971,5;971,3;1,9;102,0;5,5;;0,0;
23/05/2019;0600;24,7;25,3;24,4;75,0;77,0;70,0;20,0;20,2;19,5;971,1;971,4;971,1;1,9;117,0;4,1;;0,0;
23/05/2019;0700;24,4;24,8;24,4;73,0;75,0;73,0;19,4;20,0;19,4;971,0;971,1;971,0;3,7;142,0;6,0;;0,0;
23/05/2019;0800;23,9;24,4;23,9;74,0;74,0;73,0;19,0;19,4;19,0;971,4;971,4;971,0;3,6;127,0;7,0;;0,0;
23/05/2019;0900;23,5;23,9;23,5;75,0;75,0;74,0;18,9;19,1;18,8;972,0;972,0;971,4;3,3;129,0;6,8;;0,0;
23/05/2019;1000;23,6;23,8;23,4;75,0;76,0;74,0;18,8;18,9;18,6;972,5;972,5;972,0;2,9;125,0;6,6;187,49;0,0;
23/05/2019;1100;24,4;24,5;23,4;68,0;75,0;68,0;18,2;19,0;18,0;973,5;973,5;972,5;3,9;128,0;6,8;647,09;0,0;
23/05/2019;1200;26,1;26,5;24,2;61,0;69,0;59,0;18,0;18,5;17,5;973,9;973,9;973,5;3,5;135,0;6,9;1217,88;0,0;
23/05/2019;1300;27,7;28,2;26,0;52,0;61,0;51,0;17,0;17,9;16,9;973,6;973,9;973,6;3,4;126,0;7,8;1835,76;0,0;
23/05/2019;1400;29,8;30,3;27,5;45,0;53,0;45,0;16,5;17,4;16,4;973,1;973,6;973,0;3,7;110,0;7,4;2196,65;0,0;
23/05/2019;1500;31,2;31,2;28,9;40,0;46,0;40,0;15,8;17,0;15,4;971,9;973,1;971,9;3,7;108,0;7,1;2338,64;0,0;
23/05/2019;1600;32,6;32,7;30,8;31,0;40,0;31,0;13,4;15,7;12,8;970,6;971,9;970,6;3,1;94,0;7,9;2312,35;0,0;
23/05/2019;1700;33,1;33,4;31,7;29,0;32,0;28,0;12,4;13,2;11,8;969,6;970,6;969,6;3,0;95,0;8,0;2087,56;0,0;
23/05/2019;1800;33,1;33,8;32,3;27,0;30,0;27,0;11,8;12,9;11,5;968,9;969,6;968,9;3,0;134,0;7,7;1670,53;0,0;
