ano;mes;dia;Precipitacao;TempMedia;TempMaxima;TempMinima;URMedia
1961.0;1.0;1.0;0.0;22.16;27.0;17.4;80.0
1961.0;1.0;2.0;0.8;24.0;31.2;18.2;66.25
1961.0;1.0;3.0;0.0;21.88;28.6;19.6;84.25
1961.0;1.0;4.0;58.4;18.4;24.8;15.4;83.0
1961.0;1.0;5.0;0.1;21.48;28.2;15.6;73.5
1961.0;1.0;6.0;47.6;18.36;21.8;17.2;95.75
1961.0;1.0;7.0;11.1;17.56;24.6;10.6;75.0
1961.0;1.0;8.0;0.0;21.6;29.8;14.4;64.5
1961.0;1.0;9.0;0.0;23.48;31.2;17.6;68.25
1961.0;1.0;10.0;0.0;20.72;24.2;18.2;89.75
1961.0;1.0;11.0;13.6;19.98;25.2;16.7;82.0
1961.0;1.0;12.0;0.0;23.04;30.4;16.2;70.0
1961.0;1.0;13.0;0.0;24.26;30.2;18.5;62.75
1961.0;1.0;14.0;0.0;24.76;30.0;19.8;67.5
1961.0;1.0;15.0;0.0;25.4;30.2;21.0;69.5
1961.0;1.0;16.0;0.0;25.8;32.2;21.9;67.75
1961.0;1.0;17.0;0.0;22.28;29.4;19.4;78.75
1961.0;1.0;18.0;3.9;21.08;26.2;18.4;88.25
1961.0;1.0;19.0;0.1;24.28;31.4;19.0;76.75
1961.0;1.0;20.0;0.0;25.76;33.2;20.0;69.0
1961.0;1.0;21.0;0.0;22.6;28.8;20.6;94.5
1961.0;1.0;22.0;64.3;18.56;24.8;16.4;88.5
1961.0;1.0;23.0;0.0;20.64;27.8;13.2;67.75
1961.0;1.0;24.0;0.0;21.14;29.2;15.9;69.25
1961.0;1.0;25.0;0.1;16.34;20.7;14.0;90.5
1961.0;1.0;26.0;0.9;16.04;22.0;11.8;75.25
1961.0;1.0;27.0;0.0;16.58;22.6;12.1;73.75
1961.0;1.0;28.0;0.0;18.64;26.0;12.4;69.0
1961.0;1.0;29.0;0.0;19.68;27.0;16.0;76.5
1961.0;1.0;30.0;0.0;21.68;28.4;16.0;63.25
1961.0;1.0;31.0;0.0;23.72;31.0;18.8;59.5
1961.0;2.0;1.0;0.0;24.84;32.2;20.2;57.0
1961.0;2.0;2.0;8.4;21.34;27.8;17.7;82.25
1961.0;2.0;3.0;0.0;20.8;26.4;18.2;82.5
1961.0;2.0;4.0;0.0;21.08;28.0;15.2;72.75
1961.0;2.0;5.0;0.0;20.7;26.5;18.4;85.0
1961.0;2.0;6.0;3.2;22.38;27.0;18.4;74.75
1961.0;2.0;7.0;0.0;20.74;23.1;19.4;89.75
1961.0;2.0;8.0;5.3;20.84;26.0;17.4;82.75
1961.0;2.0;9.0;0.0;20.2;27.4;15.4;78.0
1961.0;2.0;10.0;0.0;22.96;29.2;18.0;72.75
1961.0;2.0;11.0;19.7;20.56;24.6;19.0;85.75
1961.0;2.0;12.0;0.0;20.2;27.2;13.6;55.25
1961.0;2.0;13.0;0.0;18.68;23.4;16.8;82.5
1961.0;2.0;14.0;0.1;17.48;24.8;12.4;70.0
1961.0;2.0;15.0;0.0;19.68;26.8;14.2;65.0
1961.0;2.0;16.0;0.0;20.6;28.0;16.2;65.25
1961.0;2.0;17.0;0.0;20.62;26.6;16.9;85.5
1961.0;2.0;18.0;12.7;21.92;29.4;18.0;78.25
1961.0;2.0;19.0;10.0;22.7;29.7;18.4;76.25
1961.0;2.0;20.0;0.0;23.48;29.2;19.6;72.0
1961.0;2.0;21.0;0.0;22.2;30.0;19.6;81.75
1961.0;2.0;22.0;11.8;22.76;30.4;18.6;77.75
1961.0;2.0;23.0;2.7;22.06;27.4;19.1;86.0
1961.0;2.0;24.0;0.1;22.4;28.4;19.2;82.25
1961.0;2.0;25.0;0.0;23.98;30.6;20.1;80.5
1961.0;2.0;26.0;23.6;20.76;22.6;19.6;93.5
1961.0;2.0;27.0;21.9;16.32;19.6;15.0;98.0
1961.0;2.0;28.0;4.5;16.68;23.0;12.4;83.5
1961.0;3.0;1.0;0.1;19.24;26.2;14.4;75.5
1961.0;3.0;2.0;0.0;20.92;29.0;15.6;72.5
1961.0;3.0;3.0;0.0;22.72;29.6;16.6;70.0
1961.0;3.0;4.0;0.0;22.08;27.2;20.0;83.5
1961.0;3.0;5.0;63.6;15.48;20.6;13.4;95.75
1961.0;3.0;6.0;4.7;14.44;17.2;12.4;80.0
1961.0;3.0;7.0;0.0;18.96;24.4;14.0;70.0
1961.0;3.0;8.0;0.1;19.24;24.8;17.0;88.5
1961.0;3.0;9.0;8.5;21.76;27.6;17.2;82.5
1961.0;3.0;10.0;0.0;23.04;30.2;20.2;76.75
1961.0;3.0;11.0;2.3;19.64;21.2;19.0;94.25
1961.0;3.0;12.0;11.3;19.96;24.0;18.6;95.25
1961.0;3.0;13.0;38.4;18.52;19.9;17.2;93.0
1961.0;3.0;14.0;9.7;17.6;24.4;13.4;78.0
1961.0;3.0;15.0;0.0;21.72;27.8;17.0;77.5
1961.0;3.0;16.0;0.8;19.72;24.6;17.4;88.5
1961.0;3.0;17.0;80.9;13.0;17.4;11.2;99.25
1961.0;3.0;18.0;15.8;11.56;13.4;10.4;96.0
1961.0;3.0;19.0;5.6;15.48;21.2;11.4;89.75
1961.0;3.0;20.0;0.9;15.96;17.1;14.4;93.75
1961.0;3.0;21.0;47.7;17.8;22.9;13.9;80.75
1961.0;3.0;22.0;0.0;19.96;27.0;14.6;63.75
1961.0;3.0;23.0;0.0;22.24;29.9;17.3;73.5
1961.0;3.0;24.0;0.0;23.68;30.7;19.1;66.0
1961.0;3.0;25.0;0.0;20.46;28.4;17.1;90.25
1961.0;3.0;26.0;16.7;15.02;18.2;13.8;91.75
1961.0;3.0;27.0;1.5;14.32;20.2;10.8;76.25
1961.0;3.0;28.0;0.0;15.72;22.2;11.2;72.5
1961.0;3.0;29.0;0.0;17.46;23.8;12.3;63.0
1961.0;3.0;30.0;0.0;17.66;23.6;12.6;62.5
1961.0;3.0;31.0;0.0;17.5;23.2;12.9;68.25
1961.0;4.0;1.0;0.0;18.46;23.6;14.6;75.0
1961.0;4.0;2.0;11.4;18.22;23.7;15.6;89.25
1961.0;4.0;3.0;0.0;16.36;20.6;13.6;90.25
1961.0;4.0;4.0;44.5;17.92;22.4;14.7;92.0
1961.0;4.0;5.0;0.4;18.88;26.3;14.7;83.0
1961.0;4.0;6.0;0.2;15.02;22.4;12.4;86.25
1961.0;4.0;7.0;0.0;17.48;25.4;11.0;75.0
1961.0;4.0;8.0;0.0;20.02;26.4;14.3;74.0
1961.0;4.0;9.0;0.0;18.64;23.3;17.1;86.25
1961.0;4.0;10.0;2.3;18.74;20.6;16.4;90.5
1961.0;4.0;11.0;11.0;17.48;20.0;16.4;92.0
1961.0;4.0;12.0;22.4;17.38;19.6;16.4;91.75
1961.0;4.0;13.0;11.0;17.76;21.2;16.4;94.0
1961.0;4.0;14.0;0.2;18.28;23.4;16.0;94.5
1961.0;4.0;15.0;40.3;15.3;17.6;14.4;93.5
1961.0;4.0;16.0;12.8;18.56;22.6;14.6;89.0
1961.0;4.0;17.0;0.8;18.52;20.4;17.8;95.0
1961.0;4.0;18.0;14.7;15.74;17.8;14.5;98.5
1961.0;4.0;19.0;13.8;12.28;16.8;10.6;90.0
1961.0;4.0;20.0;0.0;12.54;19.8;7.2;86.25
1961.0;4.0;21.0;0.0;16.4;23.1;11.4;79.25
1961.0;4.0;22.0;0.0;15.08;17.2;13.7;88.5
1961.0;4.0;23.0;0.5;16.52;21.4;14.1;85.25
1961.0;4.0;24.0;0.0;11.46;17.2;9.4;85.5
1961.0;4.0;25.0;0.1;11.14;18.6;5.8;86.25
1961.0;4.0;26.0;0.0;13.26;19.7;9.9;86.25
1961.0;4.0;27.0;0.2;12.86;18.7;8.8;79.25
1961.0;4.0;28.0;0.0;12.32;19.0;10.0;85.0
1961.0;4.0;29.0;8.1;12.7;19.3;8.4;82.25
1961.0;4.0;30.0;0.0;14.4;22.4;10.0;77.0
1961.0;5.0;1.0;0.0;14.5;22.2;8.9;81.5
1961.0;5.0;2.0;0.0;15.28;20.6;12.6;83.25
1961.0;5.0;3.0;0.2;15.62;22.2;11.2;80.25
1961.0;5.0;4.0;0.0;16.36;23.6;12.2;72.25
1961.0;5.0;5.0;0.0;17.84;25.3;12.8;84.0
1961.0;5.0;6.0;0.0;17.96;23.6;13.6;84.75
1961.0;5.0;7.0;0.1;17.32;21.4;15.6;87.75
1961.0;5.0;8.0;6.4;13.04;16.7;11.2;96.25
1961.0;5.0;9.0;0.1;13.5;21.2;9.0;83.75
1961.0;5.0;10.0;0.4;12.92;18.0;8.4;90.5
1961.0;5.0;11.0;0.0;15.42;21.6;10.3;73.75
1961.0;5.0;12.0;0.0;16.04;22.3;11.8;76.5
1961.0;5.0;13.0;0.0;16.78;24.4;12.7;80.75
1961.0;5.0;14.0;0.0;16.82;23.1;13.8;86.0
1961.0;5.0;15.0;0.0;17.46;22.4;14.9;84.25
1961.0;5.0;16.0;0.7;16.56;17.8;16.1;90.5
1961.0;5.0;17.0;10.0;15.5;17.2;14.6;96.25
1961.0;5.0;18.0;28.2;13.42;14.8;12.7;98.0
1961.0;5.0;19.0;4.9;8.42;12.7;5.8;84.25
1961.0;5.0;20.0;0.4;6.88;13.4;2.4;86.25
1961.0;5.0;21.0;0.0;12.12;20.8;6.2;72.75
1961.0;5.0;22.0;0.0;14.0;21.2;10.2;79.0
1961.0;5.0;23.0;0.0;14.48;21.0;11.0;82.75
1961.0;5.0;24.0;0.1;14.74;22.6;10.7;84.25
1961.0;5.0;25.0;0.4;14.26;22.0;10.2;83.25
1961.0;5.0;26.0;0.0;14.82;21.4;11.1;78.75
1961.0;5.0;27.0;0.0;14.58;20.4;11.2;71.75
1961.0;5.0;28.0;0.0;14.74;19.2;10.3;75.5
1961.0;5.0;29.0;0.0;16.58;23.9;12.4;61.0
1961.0;5.0;30.0;0.0;16.4;22.2;13.8;61.75
1961.0;5.0;31.0;0.0;16.86;24.0;12.0;59.0
1961.0;6.0;1.0;0.0;15.7;19.0;13.7;87.0
1961.0;6.0;2.0;2.5;14.98;20.6;11.7;83.5
1961.0;6.0;3.0;0.0;17.36;23.4;12.2;72.75
1961.0;6.0;4.0;0.0;17.18;23.7;14.6;82.25
1961.0;6.0;5.0;70.0;12.0;14.6;10.6;98.75
1961.0;6.0;6.0;0.6;16.44;21.0;11.8;79.25
1961.0;6.0;7.0;0.0;18.04;23.6;15.2;77.0
1961.0;6.0;8.0;0.0;18.46;24.4;14.8;75.25
1961.0;6.0;9.0;0.0;18.64;24.3;15.7;64.25
1961.0;6.0;10.0;11.0;12.92;18.2;10.8;97.5
1961.0;6.0;11.0;56.1;8.6;10.8;7.6;99.25
1961.0;6.0;12.0;4.0;8.22;8.5;8.0;100.0
1961.0;6.0;13.0;11.2;6.48;8.2;5.6;100.0
1961.0;6.0;14.0;7.8;2.0;5.7;0.7;82.5
1961.0;6.0;15.0;0.0;1.72;8.3;-1.6;83.0
1961.0;6.0;16.0;0.0;2.7;9.7;-2.2;78.5
1961.0;6.0;17.0;0.0;7.38;16.6;0.7;62.75
1961.0;6.0;18.0;0.0;11.16;14.6;6.8;83.5
1961.0;6.0;19.0;6.1;13.8;15.4;12.1;97.25
1961.0;6.0;20.0;68.3;12.14;14.1;11.0;99.0
1961.0;6.0;21.0;3.7;12.3;14.8;10.7;97.25
1961.0;6.0;22.0;0.2;11.12;14.0;10.0;94.75
1961.0;6.0;23.0;0.2;12.42;19.1;8.4;81.75
1961.0;6.0;24.0;0.0;14.0;20.8;8.6;66.5
1961.0;6.0;25.0;0.0;15.06;22.1;10.7;77.75
1961.0;6.0;26.0;0.0;16.86;22.6;12.7;71.75
1961.0;6.0;27.0;0.0;18.28;23.8;15.2;71.25
1961.0;6.0;28.0;0.0;18.92;24.4;15.2;67.75
1961.0;6.0;29.0;0.1;14.4;19.4;11.4;93.75
1961.0;6.0;30.0;2.1;17.18;22.3;12.8;81.5
1961.0;7.0;1.0;0.0;18.72;23.2;15.7;67.5
1961.0;7.0;2.0;0.0;15.5;19.4;14.3;93.75
1961.0;7.0;3.0;5.7;11.3;15.4;9.8;97.25
1961.0;7.0;4.0;2.3;14.3;20.7;8.3;80.75
1961.0;7.0;5.0;0.0;16.8;23.0;13.2;69.25
1961.0;7.0;6.0;0.0;17.58;22.0;16.1;78.75
1961.0;7.0;7.0;11.8;8.22;16.3;5.0;98.5
1961.0;7.0;8.0;43.3;7.46;9.0;6.2;99.0
1961.0;7.0;9.0;4.1;6.92;8.8;5.4;98.5
1961.0;7.0;10.0;0.1;10.9;15.4;6.3;83.0
1961.0;7.0;11.0;0.0;13.52;18.8;9.7;81.5
1961.0;7.0;12.0;0.0;15.78;21.2;12.1;76.0
1961.0;7.0;13.0;0.4;17.1;22.1;14.4;85.0
1961.0;7.0;14.0;13.8;14.5;17.3;12.9;95.5
1961.0;7.0;15.0;9.2;14.08;16.2;13.3;94.5
1961.0;7.0;16.0;6.3;14.32;18.0;12.4;90.75
1961.0;7.0;17.0;10.8;13.98;16.6;12.6;87.5
1961.0;7.0;18.0;0.1;15.28;21.4;11.6;82.5
1961.0;7.0;19.0;0.0;18.52;24.7;14.2;62.5
1961.0;7.0;20.0;0.0;19.16;25.3;14.7;55.75
1961.0;7.0;21.0;0.0;14.22;18.3;11.5;88.75
1961.0;7.0;22.0;13.2;8.56;14.3;5.1;73.5
1961.0;7.0;23.0;0.0;12.32;19.4;6.8;65.25
1961.0;7.0;24.0;0.0;15.4;20.8;10.4;70.0
1961.0;7.0;25.0;0.0;18.52;22.6;14.6;68.25
1961.0;7.0;26.0;28.1;6.9;19.7;3.3;81.5
1961.0;7.0;27.0;0.2;5.44;12.0;0.4;88.0
1961.0;7.0;28.0;0.0;3.78;11.1;-0.3;76.75
1961.0;7.0;29.0;0.0;7.94;17.4;0.3;77.75
1961.0;7.0;30.0;0.0;11.66;18.7;7.2;83.0
1961.0;7.0;31.0;0.0;11.12;18.6;8.7;85.25
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
;;;0.0;;;;
1961.0;9.0;1.0;0.0;17.7;24.9;9.7;80.75
1961.0;9.0;2.0;0.0;18.76;24.3;15.3;77.0
1961.0;9.0;3.0;0.0;21.06;26.7;18.4;77.25
1961.0;9.0;4.0;63.3;12.2;18.7;9.8;99.0
1961.0;9.0;5.0;48.5;7.6;9.8;6.8;100.0
1961.0;9.0;6.0;30.9;7.32;8.6;5.6;96.25
1961.0;9.0;7.0;0.0;10.08;14.4;6.4;84.75
1961.0;9.0;8.0;0.1;12.92;18.4;9.4;86.25
1961.0;9.0;9.0;3.8;14.28;17.4;12.5;82.0
1961.0;9.0;10.0;0.2;10.3;13.3;7.9;91.5
1961.0;9.0;11.0;0.4;13.66;19.4;8.2;86.75
1961.0;9.0;12.0;15.6;15.34;22.6;12.7;85.0
1961.0;9.0;13.0;0.0;18.4;20.6;12.4;82.75
1961.0;9.0;14.0;6.0;21.74;26.2;18.6;70.5
1961.0;9.0;15.0;29.6;16.06;21.5;14.2;99.5
1961.0;9.0;16.0;5.5;18.44;23.6;13.2;90.75
1961.0;9.0;17.0;0.3;17.6;19.4;17.1;98.75
1961.0;9.0;18.0;1.0;14.12;17.1;13.1;98.75
1961.0;9.0;19.0;2.0;14.86;16.8;12.4;94.25
1961.0;9.0;20.0;6.1;18.02;23.4;15.4;89.5
1961.0;9.0;21.0;29.0;14.56;17.4;13.6;99.25
1961.0;9.0;22.0;9.1;12.2;16.4;10.0;91.25
1961.0;9.0;23.0;0.0;15.42;21.6;10.1;74.75
1961.0;9.0;24.0;10.6;15.44;16.3;14.7;96.0
1961.0;9.0;25.0;10.1;19.72;27.2;14.4;76.0
1961.0;9.0;26.0;16.3;15.84;19.6;14.0;88.25
1961.0;9.0;27.0;24.7;15.8;18.8;14.4;92.0
1961.0;9.0;28.0;27.9;11.22;15.6;9.0;99.0
1961.0;9.0;29.0;53.0;8.08;10.2;6.4;99.0
1961.0;9.0;30.0;10.4;11.4;18.8;4.9;78.25
1961.0;10.0;1.0;0.1;17.96;26.8;8.0;53.0
1961.0;10.0;2.0;0.0;20.66;29.4;15.2;57.75
1961.0;10.0;3.0;0.0;21.86;29.8;14.3;48.75
1961.0;10.0;4.0;0.0;20.26;27.4;14.7;67.0
1961.0;10.0;5.0;0.0;21.86;28.4;15.8;68.25
1961.0;10.0;6.0;0.0;19.8;27.8;16.4;84.5
1961.0;10.0;7.0;20.8;16.46;18.2;15.4;97.5
1961.0;10.0;8.0;2.9;16.8;22.7;13.4;85.5
1961.0;10.0;9.0;0.0;20.12;27.4;14.4;76.25
1961.0;10.0;10.0;16.8;16.54;19.9;15.2;92.5
1961.0;10.0;11.0;8.5;16.62;19.4;15.0;89.25
1961.0;10.0;12.0;1.8;18.0;23.4;15.4;82.5
1961.0;10.0;13.0;0.0;19.56;25.8;14.4;76.75
1961.0;10.0;14.0;9.7;15.36;20.8;12.8;89.5
1961.0;10.0;15.0;12.2;13.66;19.1;10.4;84.25
1961.0;10.0;16.0;0.0;17.02;24.1;12.2;75.5
1961.0;10.0;17.0;3.8;16.26;19.1;14.4;87.75
1961.0;10.0;18.0;1.1;16.22;22.9;13.0;77.25
1961.0;10.0;19.0;0.0;19.32;24.9;13.0;73.25
1961.0;10.0;20.0;36.0;20.04;24.0;16.4;82.75
1961.0;10.0;21.0;34.7;15.5;21.6;12.8;97.5
1961.0;10.0;22.0;5.3;12.9;18.8;10.4;89.75
1961.0;10.0;23.0;0.0;17.7;23.4;10.7;82.0
1961.0;10.0;24.0;0.0;18.12;21.0;16.0;87.75
1961.0;10.0;25.0;66.8;17.3;20.3;15.3;89.5
1961.0;10.0;26.0;1.2;18.42;25.8;15.1;74.5
1961.0;10.0;27.0;0.0;20.88;29.4;14.7;65.25
1961.0;10.0;28.0;0.0;21.38;29.4;16.4;61.0
1961.0;10.0;29.0;0.0;21.04;28.3;16.2;68.25
1961.0;10.0;30.0;0.0;19.0;23.3;16.8;84.25
1961.0;10.0;31.0;15.7;18.36;22.2;14.9;91.25
1961.0;11.0;1.0;15.6;20.28;23.7;17.7;86.0
1961.0;11.0;2.0;2.9;21.18;28.2;17.3;81.25
1961.0;11.0;3.0;0.5;20.62;27.6;18.1;81.0
1961.0;11.0;4.0;1.4;20.28;27.8;16.8;85.5
1961.0;11.0;5.0;13.0;14.38;18.1;12.6;97.75
1961.0;11.0;6.0;12.8;13.76;20.4;11.2;83.75
1961.0;11.0;7.0;0.3;15.7;23.8;8.8;67.75
1961.0;11.0;8.0;0.0;17.7;26.0;10.7;62.0
1961.0;11.0;9.0;0.0;20.98;28.4;13.6;54.0
1961.0;11.0;10.0;0.0;17.88;22.2;15.8;85.5
1961.0;11.0;11.0;0.0;15.9;23.6;12.3;82.25
1961.0;11.0;12.0;0.0;15.4;23.7;9.1;71.0
1961.0;11.0;13.0;0.0;19.2;26.2;13.2;76.5
1961.0;11.0;14.0;23.8;14.98;19.7;12.8;85.25
1961.0;11.0;15.0;3.8;16.96;24.6;10.7;62.25
1961.0;11.0;16.0;0.0;19.02;27.0;12.8;67.0
1961.0;11.0;17.0;0.0;20.32;28.8;13.7;66.5
1961.0;11.0;18.0;0.0;20.84;28.2;13.6;59.25
1961.0;11.0;19.0;0.0;21.48;28.0;16.2;81.5
1961.0;11.0;20.0;24.9;19.1;22.8;16.8;93.75
1961.0;11.0;21.0;3.7;20.28;24.3;16.8;85.5
1961.0;11.0;22.0;0.2;20.68;24.9;18.4;83.75
1961.0;11.0;23.0;8.4;20.9;26.6;17.1;83.75
1961.0;11.0;24.0;0.0;20.36;28.0;17.0;81.25
1961.0;11.0;25.0;35.0;21.2;27.8;16.8;86.0
1961.0;11.0;26.0;26.0;19.76;23.0;16.2;91.75
1961.0;11.0;27.0;18.8;21.34;28.2;15.3;78.5
1961.0;11.0;28.0;0.3;20.82;26.6;17.9;83.0
1961.0;11.0;29.0;16.3;19.2;25.2;16.4;88.25
1961.0;11.0;30.0;2.4;22.04;29.4;15.7;71.25
1961.0;12.0;1.0;28.0;21.42;27.7;15.2;83.75
1961.0;12.0;2.0;8.3;17.6;21.6;16.2;95.5
1961.0;12.0;3.0;23.1;14.14;19.6;10.8;88.5
1961.0;12.0;4.0;0.0;16.3;24.0;8.9;67.25
1961.0;12.0;5.0;0.0;16.54;24.4;11.9;64.5
1961.0;12.0;6.0;0.0;18.34;25.8;12.8;65.25
1961.0;12.0;7.0;0.0;19.76;26.2;13.0;58.5
1961.0;12.0;8.0;0.0;21.04;28.0;14.8;69.25
1961.0;12.0;9.0;0.0;22.42;30.0;17.4;69.0
1961.0;12.0;10.0;0.0;21.38;28.7;19.0;84.25
1961.0;12.0;11.0;53.0;21.76;27.8;17.7;84.75
1961.0;12.0;12.0;0.0;21.8;28.6;17.9;77.75
1961.0;12.0;13.0;0.0;21.2;28.6;15.8;77.75
1961.0;12.0;14.0;0.0;21.86;30.4;16.9;75.25
1961.0;12.0;15.0;0.0;23.0;29.6;16.2;62.5
1961.0;12.0;16.0;0.0;23.56;29.2;18.9;69.0
1961.0;12.0;17.0;6.4;21.18;24.9;18.2;78.25
1961.0;12.0;18.0;0.5;23.08;30.2;17.9;74.0
1961.0;12.0;19.0;0.0;24.94;31.7;19.4;64.75
1961.0;12.0;20.0;0.0;22.72;27.2;21.1;81.0
1961.0;12.0;21.0;0.0;19.3;23.2;17.8;93.75
1961.0;12.0;22.0;0.0;22.18;27.8;17.0;86.75
1961.0;12.0;23.0;19.0;18.72;21.7;17.1;88.75
1961.0;12.0;24.0;11.8;16.04;23.4;10.2;74.0
1961.0;12.0;25.0;0.0;19.28;27.4;13.2;67.25
1961.0;12.0;26.0;0.0;21.12;28.7;16.3;71.25
1961.0;12.0;27.0;0.1;20.82;26.6;17.0;78.25
1961.0;12.0;28.0;11.3;20.5;28.4;17.2;83.75
1961.0;12.0;29.0;70.1;15.94;19.4;14.4;97.0
1961.0;12.0;30.0;5.3;15.54;22.8;10.3;79.25
1961.0;12.0;31.0;0.0;17.82;26.6;10.9;73.25
1962.0;1.0;1.0;0.0;19.1;22.9;14.8;70.5
1962.0;1.0;2.0;0.1;17.2;20.6;16.2;92.5
1962.0;1.0;3.0;8.6;16.58;22.4;13.6;63.0
1962.0;1.0;4.0;0.0;17.56;25.4;9.8;59.0
1962.0;1.0;5.0;0.0;21.14;29.0;15.1;58.75
1962.0;1.0;6.0;0.0;23.36;30.7;17.3;60.25
1962.0;1.0;7.0;0.0;19.6;23.4;16.8;87.25
1962.0;1.0;8.0;13.4;21.94;29.1;15.6;70.75
1962.0;1.0;9.0;0.0;23.24;30.6;17.8;68.25
1962.0;1.0;10.0;0.0;20.7;28.0;16.0;76.0
1962.0;1.0;11.0;0.0;20.54;28.7;14.2;73.25
1962.0;1.0;12.0;0.0;21.82;29.2;17.6;79.5
1962.0;1.0;13.0;0.0;22.78;31.2;18.4;73.5
1962.0;1.0;14.0;52.3;16.94;21.3;15.0;98.25
1962.0;1.0;15.0;59.0;13.72;19.8;10.9;82.25
1962.0;1.0;16.0;0.0;15.64;23.9;8.4;67.5
1962.0;1.0;17.0;0.0;19.62;27.8;13.3;71.0
1962.0;1.0;18.0;0.0;21.22;28.8;15.7;68.25
1962.0;1.0;19.0;0.0;20.32;27.6;15.9;76.5
1962.0;1.0;20.0;0.0;20.18;27.1;15.8;72.75
1962.0;1.0;21.0;1.7;19.3;24.5;15.1;78.75
1962.0;1.0;22.0;0.1;20.38;28.6;16.6;77.75
1962.0;1.0;23.0;29.6;21.1;24.0;18.0;83.75
1962.0;1.0;24.0;5.0;20.14;24.3;18.6;90.25
1962.0;1.0;25.0;9.6;17.64;24.2;13.4;87.25
1962.0;1.0;26.0;2.0;18.9;26.2;15.0;77.5
1962.0;1.0;27.0;0.0;19.54;27.9;15.1;67.75
1962.0;1.0;28.0;0.0;19.88;27.8;14.7;66.75
1962.0;1.0;29.0;0.0;19.92;26.4;15.7;72.5
1962.0;1.0;30.0;0.0;18.76;24.2;14.6;85.0
1962.0;1.0;31.0;1.3;18.48;25.2;14.3;80.0
1962.0;2.0;1.0;0.1;18.8;26.8;12.2;72.5
1962.0;2.0;2.0;0.0;20.82;28.4;14.4;73.25
1962.0;2.0;3.0;0.3;19.16;22.4;18.2;93.5
1962.0;2.0;4.0;9.4;16.86;18.7;16.0;96.5
1962.0;2.0;5.0;17.9;17.14;24.2;13.2;79.5
1962.0;2.0;6.0;0.2;17.5;24.6;12.7;81.0
1962.0;2.0;7.0;0.0;17.2;22.7;14.4;83.75
1962.0;2.0;8.0;0.2;16.16;22.4;12.0;79.75
1962.0;2.0;9.0;0.0;18.16;25.0;14.0;78.25
1962.0;2.0;10.0;0.1;19.24;27.4;13.2;73.75
1962.0;2.0;11.0;0.0;20.16;26.0;15.8;87.5
1962.0;2.0;12.0;5.5;20.04;27.2;14.7;82.0
1962.0;2.0;13.0;0.2;20.74;27.7;16.2;80.5
1962.0;2.0;14.0;0.0;23.44;30.7;17.7;68.5
1962.0;2.0;15.0;0.0;21.48;27.2;19.6;75.25
1962.0;2.0;16.0;0.0;22.98;31.7;16.7;59.75
1962.0;2.0;17.0;0.0;19.84;26.6;17.1;87.5
1962.0;2.0;18.0;14.9;14.74;18.6;12.9;94.25
1962.0;2.0;19.0;1.7;16.08;25.1;9.2;64.5
1962.0;2.0;20.0;0.0;20.8;28.6;14.4;66.75
1962.0;2.0;21.0;0.0;19.22;22.7;17.2;78.0
1962.0;2.0;22.0;0.0;21.54;29.4;16.2;68.75
1962.0;2.0;23.0;0.0;18.3;22.6;16.7;83.0
1962.0;2.0;24.0;0.0;15.26;21.0;11.6;68.0
1962.0;2.0;25.0;0.0;14.36;22.0;10.6;63.0
1962.0;2.0;26.0;0.0;16.0;24.9;9.2;64.0
1962.0;2.0;27.0;0.0;18.82;29.4;12.7;67.0
1962.0;2.0;28.0;0.0;18.42;24.0;14.3;76.75
1962.0;3.0;1.0;0.1;18.76;21.8;17.0;78.25
1962.0;3.0;2.0;1.0;20.56;27.8;15.6;71.75
1962.0;3.0;3.0;0.0;21.56;30.2;16.4;72.5
1962.0;3.0;4.0;0.0;21.44;27.8;18.3;73.0
1962.0;3.0;5.0;0.0;22.3;30.0;17.8;77.0
1962.0;3.0;6.0;4.1;21.42;28.2;17.7;79.75
1962.0;3.0;7.0;0.0;21.8;30.4;14.8;52.75
1962.0;3.0;8.0;0.0;21.04;30.4;14.4;61.25
1962.0;3.0;9.0;0.0;22.88;31.4;17.8;63.5
1962.0;3.0;10.0;17.4;18.46;22.3;16.9;93.0
1962.0;3.0;11.0;21.9;16.66;22.4;14.3;83.0
1962.0;3.0;12.0;0.8;16.22;23.4;13.0;79.75
1962.0;3.0;13.0;0.1;16.08;23.6;10.7;79.5
1962.0;3.0;14.0;0.1;16.38;23.3;11.6;79.5
1962.0;3.0;15.0;0.1;16.24;21.8;10.8;89.25
1962.0;3.0;16.0;3.1;17.76;20.6;15.7;87.0
1962.0;3.0;17.0;0.1;19.02;27.0;15.2;79.75
1962.0;3.0;18.0;7.8;19.9;25.8;17.2;94.25
1962.0;3.0;19.0;28.2;19.36;24.5;16.9;82.0
